Electoral District Number / No de circonscription,Electoral District Name,Nom de la circonscription,Political Affiliation,Appartenance politique,Candidate's Family Name / Nom de famille du candidat,Candidate's First Name / Prénom du candidat, Candidate's Initial(s) / Initiale(s) du candidat, Candidate's Campaign Office Telephone Number / Numéro de téléphone du bureau de campagne du candidat,Date of Receipt of Notification of Confirmation / Date de réception de l'avis de confirmation,Time of Receipt of Notification of Confirmation / Heure de réception de l'avis de confirmation
24006,Avignon--La Mitis--Matane--Matapédia,Avignon--La Mitis--Matane--Matapédia,New Democratic Party,Nouveau Parti démocratique,Charest,Joël,,(418) 775-9258,29-Aug-15,9:15:00
24006,Avignon--La Mitis--Matane--Matapédia,Avignon--La Mitis--Matane--Matapédia,Bloc Québécois,Bloc Québécois,Fleury-Samson,Kédina,,,18-Aug-15,6:05:00
24006,Avignon--La Mitis--Matane--Matapédia,Avignon--La Mitis--Matane--Matapédia,Forces et Démocratie,Forces et Démocratie,Fortin,Jean-François,,(855) 667-7344,7-Aug-15,5:45:00
24006,Avignon--La Mitis--Matane--Matapédia,Avignon--La Mitis--Matane--Matapédia,Liberal Party of Canada,Parti libéral du Canada,Massé,Rémi,,,19-Aug-15,10:30:00
24006,Avignon--La Mitis--Matane--Matapédia,Avignon--La Mitis--Matane--Matapédia,Rhinoceros Party,Parti Rhinocéros,Normand,Éric,,,25-Sep-15,2:57:00
24006,Avignon--La Mitis--Matane--Matapédia,Avignon--La Mitis--Matane--Matapédia,Conservative Party of Canada,Parti conservateur du Canada,Savoie,André,,,17-Sep-15,3:16:00
24006,Avignon--La Mitis--Matane--Matapédia,Avignon--La Mitis--Matane--Matapédia,Green Party of Canada,Le Parti Vert du Canada,Springle,Sherri,,,28-Sep-15,10:53:00
24007,Beauce,Beauce,Conservative Party of Canada,Parti conservateur du Canada,Bernier,Maxime,,(418) 222-0082,14-Aug-15,3:07:00
24007,Beauce,Beauce,Green Party of Canada,Le Parti Vert du Canada,MacDonald,Céline Brown,,,26-Sep-15,11:47:00
24007,Beauce,Beauce,New Democratic Party,Nouveau Parti démocratique,Royer,Daniel,,(418) 806-8683,4-Sep-15,5:00:00
24007,Beauce,Beauce,Bloc Québécois,Bloc Québécois,Trudel,Stéphane,,(418) 227-6995,4-Sep-15,3:00:00
24007,Beauce,Beauce,Liberal Party of Canada,Parti libéral du Canada,Veilleux,Adam,,(418) 228-2326,14-Aug-15,4:10:00
24008,Beauport--Limoilou,Beauport--Limoilou,Libertarian Party of Canada,Parti Libertarien du Canada,Bedard,Francis,,,26-Sep-15,1:40:00
24008,Beauport--Limoilou,Beauport--Limoilou,Bloc Québécois,Bloc Québécois,Berberi,Doni,,,28-Aug-15,6:15:00
24008,Beauport--Limoilou,Beauport--Limoilou,Liberal Party of Canada,Parti libéral du Canada,Bujold,Antoine,,(581) 317-0156,1-Sep-15,2:15:00
24008,Beauport--Limoilou,Beauport--Limoilou,Conservative Party of Canada,Parti conservateur du Canada,Clarke,Alupa,,(581) 742-6888,26-Aug-15,11:15:00
24008,Beauport--Limoilou,Beauport--Limoilou,New Democratic Party,Nouveau Parti démocratique,Côté,Raymond,,(581) 742-5995,20-Aug-15,12:40:00
24008,Beauport--Limoilou,Beauport--Limoilou,Green Party of Canada,Le Parti Vert du Canada,Elhak,Dalila,,,16-Sep-15,10:30:00
24008,Beauport--Limoilou,Beauport--Limoilou,Forces et Démocratie,Forces et Démocratie,Laborit,Bladimir,,,28-Aug-15,4:00:00
24008,Beauport--Limoilou,Beauport--Limoilou,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,Moreau,Claude,,(416) 253-4475,1-Sep-15,5:15:00
24009,Bécancour--Nicolet--Saurel,Bécancour--Nicolet--Saurel,Green Party of Canada,Le Parti Vert du Canada,Bastiani,Corina,,(450) 780-2252,28-Sep-15,11:45:00
24009,Bécancour--Nicolet--Saurel,Bécancour--Nicolet--Saurel,Liberal Party of Canada,Parti libéral du Canada,Carpentier,Claude,,(450) 742-2015,29-Aug-15,2:00:00
24009,Bécancour--Nicolet--Saurel,Bécancour--Nicolet--Saurel,Conservative Party of Canada,Parti conservateur du Canada,Laberge,Yves,,,22-Sep-15,10:45:00
24009,Bécancour--Nicolet--Saurel,Bécancour--Nicolet--Saurel,Bloc Québécois,Bloc Québécois,Plamondon,Louis,,,16-Aug-15,9:45:00
24009,Bécancour--Nicolet--Saurel,Bécancour--Nicolet--Saurel,New Democratic Party,Nouveau Parti démocratique,Tabah,Nicolas,,(450) 846-2721,24-Aug-15,9:00:00
24010,Bellechasse--Les Etchemins--Lévis,Bellechasse--Les Etchemins--Lévis,Green Party of Canada,Le Parti Vert du Canada,Bélisle,André,,(418) 883-2103,25-Aug-15,11:40:00
24010,Bellechasse--Les Etchemins--Lévis,Bellechasse--Les Etchemins--Lévis,Conservative Party of Canada,Parti conservateur du Canada,Blaney,Steven,,(418) 903-6464,13-Aug-15,11:08:00
24010,Bellechasse--Les Etchemins--Lévis,Bellechasse--Les Etchemins--Lévis,New Democratic Party,Nouveau Parti démocratique,Daigle,Jean-Luc,,,21-Aug-15,9:18:00
24010,Bellechasse--Les Etchemins--Lévis,Bellechasse--Les Etchemins--Lévis,Bloc Québécois,Bloc Québécois,Dubé,Antoine,,,31-Aug-15,3:05:00
24010,Bellechasse--Les Etchemins--Lévis,Bellechasse--Les Etchemins--Lévis,Liberal Party of Canada,Parti libéral du Canada,Turgeon,Jacques,,(418) 903-6938,18-Aug-15,3:45:00
24011,Beloeil--Chambly,Beloeil--Chambly,Conservative Party of Canada,Parti conservateur du Canada,Chalhoub,Claude,,,9-Sep-15,9:20:00
24011,Beloeil--Chambly,Beloeil--Chambly,Liberal Party of Canada,Parti libéral du Canada,Desjardins,Karine,,(438) 926-5335,15-Sep-15,9:52:00
24011,Beloeil--Chambly,Beloeil--Chambly,New Democratic Party,Nouveau Parti démocratique,Dubé,Matthew,,(450) 461-9595,20-Aug-15,2:45:00
24011,Beloeil--Chambly,Beloeil--Chambly,Bloc Québécois,Bloc Québécois,Lessard,Yves,,(450) 527-9837,20-Aug-15,12:35:00
24011,Beloeil--Chambly,Beloeil--Chambly,Libertarian Party of Canada,Parti Libertarien du Canada,Maher,Michael,,(514) 625-0595,25-Sep-15,7:53:00
24011,Beloeil--Chambly,Beloeil--Chambly,Green Party of Canada,Le Parti Vert du Canada,Yansané,Fodé Kerfalla,,(514) 435-1832,30-Aug-15,1:15:00
24012,Berthier--Maskinongé,Berthier--Maskinongé,New Democratic Party,Nouveau Parti démocratique,Brosseau,Ruth Ellen,,,24-Aug-15,4:15:00
24012,Berthier--Maskinongé,Berthier--Maskinongé,Green Party of Canada,Le Parti Vert du Canada,Burton,Cate,,,27-Sep-15,2:10:00
24012,Berthier--Maskinongé,Berthier--Maskinongé,Liberal Party of Canada,Parti libéral du Canada,Destrempes,Pierre,,(514) 892-0201,22-Sep-15,10:35:00
24012,Berthier--Maskinongé,Berthier--Maskinongé,Conservative Party of Canada,Parti conservateur du Canada,Foucrault,Marianne,,,15-Sep-15,11:20:00
24012,Berthier--Maskinongé,Berthier--Maskinongé,Bloc Québécois,Bloc Québécois,Perron,Yves,,,17-Aug-15,10:15:00
24013,Thérèse-De Blainville,Thérèse-De Blainville,Liberal Party of Canada,Parti libéral du Canada,Ayoub,Ramez,,(514) 434-6227,1-Sep-15,4:10:00
24013,Thérèse-De Blainville,Thérèse-De Blainville,Green Party of Canada,Le Parti Vert du Canada,Carkner,Andrew,,,4-Sep-15,11:15:00
24013,Thérèse-De Blainville,Thérèse-De Blainville,New Democratic Party,Nouveau Parti démocratique,Giguère,Alain,,(450) 433-7337,19-Aug-15,9:30:00
24013,Thérèse-De Blainville,Thérèse-De Blainville,Libertarian Party of Canada,Parti Libertarien du Canada,Guindon,Daniel,,(450) 951-9352,1-Sep-15,4:30:00
24013,Thérèse-De Blainville,Thérèse-De Blainville,Bloc Québécois,Bloc Québécois,Marginean,Alain,,(579) 630-1837,21-Aug-15,9:00:00
24013,Thérèse-De Blainville,Thérèse-De Blainville,Conservative Party of Canada,Parti conservateur du Canada,Puga,Manuel,,(514) 234-4317,12-Sep-15,8:15:00
24014,Pierre-Boucher--Les Patriotes--Verchères,Pierre-Boucher--Les Patriotes--Verchères,Bloc Québécois,Bloc Québécois,Barsalou-Duval,Xavier,,,20-Aug-15,1:50:00
24014,Pierre-Boucher--Les Patriotes--Verchères,Pierre-Boucher--Les Patriotes--Verchères,New Democratic Party,Nouveau Parti démocratique,Fortin,Raphaël,,(450) 274-1194,3-Sep-15,12:50:00
24014,Pierre-Boucher--Les Patriotes--Verchères,Pierre-Boucher--Les Patriotes--Verchères,Liberal Party of Canada,Parti libéral du Canada,Gagnon,Lucie,,,22-Sep-15,9:20:00
24014,Pierre-Boucher--Les Patriotes--Verchères,Pierre-Boucher--Les Patriotes--Verchères,Green Party of Canada,Le Parti Vert du Canada,Lauzon,JiCi,,(450) 652-3333,19-Aug-15,1:30:00
24014,Pierre-Boucher--Les Patriotes--Verchères,Pierre-Boucher--Les Patriotes--Verchères,Conservative Party of Canada,Parti conservateur du Canada,Maheux,Clovis,,,20-Aug-15,1:50:00
24015,Bourassa,Bourassa,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,Brunelle,Claude,,(416) 253-4475,27-Aug-15,2:45:00
24015,Bourassa,Bourassa,Green Party of Canada,Le Parti Vert du Canada,Charron,Maxime,,,29-Sep-15,10:20:00
24015,Bourassa,Bourassa,Independent,Indépendant,Demers,Julie,,,10-Sep-15,10:30:00
24015,Bourassa,Bourassa,Liberal Party of Canada,Parti libéral du Canada,Dubourg,Emmanuel,,(514) 329-2323,12-Aug-15,3:45:00
24015,Bourassa,Bourassa,New Democratic Party,Nouveau Parti démocratique,Laguerre,Dolmine,,,11-Sep-15,1:00:00
24015,Bourassa,Bourassa,Bloc Québécois,Bloc Québécois,Léveillé,Gilles,,(514) 419-9392,26-Aug-15,3:50:00
24015,Bourassa,Bourassa,Forces et Démocratie,Forces et Démocratie,Ndzana,Jean-Marie Floriant,,,26-Sep-15,10:40:00
24015,Bourassa,Bourassa,Conservative Party of Canada,Parti conservateur du Canada,Potasso-Justino,Jason,,,16-Sep-15,1:05:00
24016,Brome--Missisquoi,Brome--Missisquoi,New Democratic Party,Nouveau Parti démocratique,Lusson,Catherine,,(450) 305-6115,17-Aug-15,6:10:00
24016,Brome--Missisquoi,Brome--Missisquoi,Bloc Québécois,Bloc Québécois,Melchior,Patrick,,(450) 306-1029,27-Aug-15,3:30:00
24016,Brome--Missisquoi,Brome--Missisquoi,Green Party of Canada,Le Parti Vert du Canada,Moynan,Cindy,,(450) 243-0681,15-Sep-15,3:05:00
24016,Brome--Missisquoi,Brome--Missisquoi,Forces et Démocratie,Forces et Démocratie,Paine,Patrick,,(514) 649-8898,16-Sep-15,4:50:00
24016,Brome--Missisquoi,Brome--Missisquoi,Liberal Party of Canada,Parti libéral du Canada,Paradis,Denis,,(450) 266-4664,4-Sep-15,3:00:00
24016,Brome--Missisquoi,Brome--Missisquoi,Conservative Party of Canada,Parti conservateur du Canada,Poulin,Charles,,(819) 821-1268,1-Sep-15,4:18:00
24017,Brossard--Saint-Lambert,Brossard--Saint-Lambert,Conservative Party of Canada,Parti conservateur du Canada,Hamidi,Qais,,,26-Aug-15,10:30:00
24017,Brossard--Saint-Lambert,Brossard--Saint-Lambert,Green Party of Canada,Le Parti Vert du Canada,Hu,Fang,,(438) 345-5366,11-Sep-15,3:33:00
24017,Brossard--Saint-Lambert,Brossard--Saint-Lambert,Bloc Québécois,Bloc Québécois,Lachance,Suzanne,,,21-Aug-15,4:55:00
24017,Brossard--Saint-Lambert,Brossard--Saint-Lambert,New Democratic Party,Nouveau Parti démocratique,Mai,Hoang,,(450) 486-7222,20-Aug-15,3:30:00
24017,Brossard--Saint-Lambert,Brossard--Saint-Lambert,Liberal Party of Canada,Parti libéral du Canada,Mendès,Alexandra,,(450) 500-3828,19-Aug-15,1:00:00
24018,Rimouski-Neigette--Témiscouata--Les Basques,Rimouski-Neigette--Témiscouata--Les Basques,Green Party of Canada,Le Parti Vert du Canada,Boutin,Louise,,,23-Sep-15,5:20:00
24018,Rimouski-Neigette--Témiscouata--Les Basques,Rimouski-Neigette--Témiscouata--Les Basques,Liberal Party of Canada,Parti libéral du Canada,Cadieux,Pierre,,(418) 721-7798,11-Sep-15,4:20:00
24018,Rimouski-Neigette--Témiscouata--Les Basques,Rimouski-Neigette--Témiscouata--Les Basques,Bloc Québécois,Bloc Québécois,Carignan,Johanne,,,24-Aug-15,10:30:00
24018,Rimouski-Neigette--Témiscouata--Les Basques,Rimouski-Neigette--Témiscouata--Les Basques,New Democratic Party,Nouveau Parti démocratique,Caron,Guy,,(418) 721-7771,19-Aug-15,4:15:00
24018,Rimouski-Neigette--Témiscouata--Les Basques,Rimouski-Neigette--Témiscouata--Les Basques,Rhinoceros Party,Parti Rhinocéros,Côrriveau,Sébastien CôRhino,,(581) 624-2530,23-Sep-15,3:15:00
24018,Rimouski-Neigette--Témiscouata--Les Basques,Rimouski-Neigette--Témiscouata--Les Basques,Conservative Party of Canada,Parti conservateur du Canada,Fortin,Francis,,,8-Sep-15,2:15:00
24019,Charlesbourg--Haute-Saint-Charles,Charlesbourg--Haute-Saint-Charles,Green Party of Canada,Le Parti Vert du Canada,Baudet,Nathalie,,,24-Sep-15,4:30:00
24019,Charlesbourg--Haute-Saint-Charles,Charlesbourg--Haute-Saint-Charles,Liberal Party of Canada,Parti libéral du Canada,Côté,Jean,,(581) 681-7209,11-Sep-15,8:15:00
24019,Charlesbourg--Haute-Saint-Charles,Charlesbourg--Haute-Saint-Charles,New Democratic Party,Nouveau Parti démocratique,Day,Anne-Marie,,(418) 626-5000,23-Aug-15,9:30:00
24019,Charlesbourg--Haute-Saint-Charles,Charlesbourg--Haute-Saint-Charles,Conservative Party of Canada,Parti conservateur du Canada,Paul-Hus,Pierre,,(418) 380-0530,23-Aug-15,9:30:00
24019,Charlesbourg--Haute-Saint-Charles,Charlesbourg--Haute-Saint-Charles,Bloc Québécois,Bloc Québécois,Turmel,Marc Antoine,,,3-Sep-15,8:30:00
24020,Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix,Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix,Conservative Party of Canada,Parti conservateur du Canada,Boucher,Sylvie,,(418) 204-2016,25-Aug-15,2:50:00
24020,Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix,Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix,Forces et Démocratie,Forces et Démocratie,Desjardins Pelchat,Mario,,,18-Sep-15,2:55:00
24020,Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix,Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix,Bloc Québécois,Bloc Québécois,Dufour,Sébastien,,(418) 999-4994,27-Aug-15,4:55:00
24020,Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix,Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix,Green Party of Canada,Le Parti Vert du Canada,Kerr,Patrick,,(613) 226-3825,17-Sep-15,5:40:00
24020,Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix,Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix,New Democratic Party,Nouveau Parti démocratique,Tremblay,Jonathan,,,19-Aug-15,1:55:00
24020,Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix,Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix,Liberal Party of Canada,Parti libéral du Canada,Vigneau,Jean-Roger,,(418) 822-4222,1-Sep-15,4:50:00
24021,Châteauguay--Lacolle,Châteauguay--Lacolle,New Democratic Party,Nouveau Parti démocratique,Chicoine,Sylvain,,,19-Aug-15,2:30:00
24021,Châteauguay--Lacolle,Châteauguay--Lacolle,Green Party of Canada,Le Parti Vert du Canada,Mercier,Jency,,,24-Sep-15,9:00:00
24021,Châteauguay--Lacolle,Châteauguay--Lacolle,Liberal Party of Canada,Parti libéral du Canada,Shanahan,Brenda,,(514) 623-8634,19-Aug-15,4:30:00
24021,Châteauguay--Lacolle,Châteauguay--Lacolle,Bloc Québécois,Bloc Québécois,Stanké,Sophie,,,24-Aug-15,11:00:00
24021,Châteauguay--Lacolle,Châteauguay--Lacolle,Conservative Party of Canada,Parti conservateur du Canada,St-Pierre,Philippe,,(514) 260-2514,15-Sep-15,7:45:00
24021,Châteauguay--Lacolle,Châteauguay--Lacolle,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,Sullivan,Linda,,(416) 253-4475,4-Sep-15,3:00:00
24022,Chicoutimi--Le Fjord,Chicoutimi--Le Fjord,Bloc Québécois,Bloc Québécois,Gauthier,Élise,,(418) 545-9797,20-Aug-15,1:45:00
24022,Chicoutimi--Le Fjord,Chicoutimi--Le Fjord,Liberal Party of Canada,Parti libéral du Canada,Lemieux,Denis,,(418) 973-5077,18-Aug-15,1:30:00
24022,Chicoutimi--Le Fjord,Chicoutimi--Le Fjord,New Democratic Party,Nouveau Parti démocratique,Morin,Dany,,(418) 437-2051,20-Aug-15,3:20:00
24022,Chicoutimi--Le Fjord,Chicoutimi--Le Fjord,Conservative Party of Canada,Parti conservateur du Canada,Ste-Marie,Caroline,,(418) 615-0400,20-Aug-15,11:10:00
24022,Chicoutimi--Le Fjord,Chicoutimi--Le Fjord,Green Party of Canada,Le Parti Vert du Canada,St-Gelais,Dany,,(418) 612-2015,15-Sep-15,3:22:00
24023,Compton--Stanstead,Compton--Stanstead,Liberal Party of Canada,Parti libéral du Canada,Bibeau,Marie-Claude,,(819) 987-3636,20-Aug-15,2:56:00
24023,Compton--Stanstead,Compton--Stanstead,Bloc Québécois,Bloc Québécois,Bonsant,France,,(819) 791-0241,21-Aug-15,2:12:00
24023,Compton--Stanstead,Compton--Stanstead,Rhinoceros Party,Parti Rhinocéros,Côté,Kévin,,(819) 993-8387,24-Sep-15,2:51:00
24023,Compton--Stanstead,Compton--Stanstead,Conservative Party of Canada,Parti conservateur du Canada,Labrador,Gustavo,,(819) 571-0057,25-Aug-15,9:15:00
24023,Compton--Stanstead,Compton--Stanstead,Green Party of Canada,Le Parti Vert du Canada,Marshall,Korie,,,24-Sep-15,3:04:00
24023,Compton--Stanstead,Compton--Stanstead,New Democratic Party,Nouveau Parti démocratique,Rousseau,Jean,,(819) 416-1707,28-Aug-15,3:40:00
24024,Dorval--Lachine--LaSalle,Dorval--Lachine--LaSalle,Conservative Party of Canada,Parti conservateur du Canada,Chivu,Daniela,,(514) 998-4220,10-Sep-15,8:59:00
24024,Dorval--Lachine--LaSalle,Dorval--Lachine--LaSalle,Liberal Party of Canada,Parti libéral du Canada,Dhillon,Anju,,(514) 634-6363,18-Aug-15,3:23:00
24024,Dorval--Lachine--LaSalle,Dorval--Lachine--LaSalle,Green Party of Canada,Le Parti Vert du Canada,J. Carbonneau,Vincent,,,28-Sep-15,10:37:00
24024,Dorval--Lachine--LaSalle,Dorval--Lachine--LaSalle,New Democratic Party,Nouveau Parti démocratique,Morin,Isabelle,,(438) 498-9292,21-Aug-15,1:14:00
24024,Dorval--Lachine--LaSalle,Dorval--Lachine--LaSalle,Independent,Indépendant,Ndiaye,Soulèye,,,17-Sep-15,9:58:00
24024,Dorval--Lachine--LaSalle,Dorval--Lachine--LaSalle,Bloc Québécois,Bloc Québécois,Vaudry,Jean-Frédéric,,,4-Sep-15,2:24:00
24025,Drummond,Drummond,Bloc Québécois,Bloc Québécois,Bourgeois,Diane,,(819) 850-0988,2-Sep-15,10:45:00
24025,Drummond,Drummond,New Democratic Party,Nouveau Parti démocratique,Choquette,François,,(819) 850-0998,18-Aug-15,2:15:00
24025,Drummond,Drummond,Green Party of Canada,Le Parti Vert du Canada,Coderre,Émile,,,28-Sep-15,9:00:00
24025,Drummond,Drummond,Liberal Party of Canada,Parti libéral du Canada,Côté,Pierre,,(819) 477-5974,14-Sep-15,3:00:00
24025,Drummond,Drummond,Conservative Party of Canada,Parti conservateur du Canada,Déry,Pascale,,(819) 850-0987,21-Aug-15,2:15:00
24026,Gaspésie--Les Îles-de-la-Madeleine,Gaspésie--Les Îles-de-la-Madeleine,Rhinoceros Party,Parti Rhinocéros,Boudreau,Max,,(581) 887-3500,21-Sep-15,11:30:00
24026,Gaspésie--Les Îles-de-la-Madeleine,Gaspésie--Les Îles-de-la-Madeleine,Liberal Party of Canada,Parti libéral du Canada,Lebouthillier,Diane,,(418) 689-9359,27-Aug-15,1:30:00
24026,Gaspésie--Les Îles-de-la-Madeleine,Gaspésie--Les Îles-de-la-Madeleine,Green Party of Canada,Le Parti Vert du Canada,Morrison,Jim,,(418) 763-7942,28-Sep-15,3:15:00
24026,Gaspésie--Les Îles-de-la-Madeleine,Gaspésie--Les Îles-de-la-Madeleine,Conservative Party of Canada,Parti conservateur du Canada,Pigeon,Jean-Pierre,,(418) 763-4078,27-Aug-15,2:45:00
24026,Gaspésie--Les Îles-de-la-Madeleine,Gaspésie--Les Îles-de-la-Madeleine,Bloc Québécois,Bloc Québécois,Roussy,Nicolas,,,27-Aug-15,1:00:00
24026,Gaspésie--Les Îles-de-la-Madeleine,Gaspésie--Les Îles-de-la-Madeleine,New Democratic Party,Nouveau Parti démocratique,Toone,Philip,,(418) 360-9066,26-Aug-15,10:35:00
24027,Gatineau,Gatineau,Conservative Party of Canada,Parti conservateur du Canada,Angers,Luc,,(819) 210-2332,4-Sep-15,1:00:00
24027,Gatineau,Gatineau,Independent,Indépendant,Bellavance,Guy J,,(819) 592-0500,25-Sep-15,5:32:00
24027,Gatineau,Gatineau,Bloc Québécois,Bloc Québécois,Boily,Philippe,,,21-Aug-15,2:00:00
24027,Gatineau,Gatineau,New Democratic Party,Nouveau Parti démocratique,Boivin,Françoise,,(819) 600-1910,24-Aug-15,4:25:00
24027,Gatineau,Gatineau,Green Party of Canada,Le Parti Vert du Canada,Dostaler,Guy,,(613) 277-3921,28-Aug-15,1:45:00
24027,Gatineau,Gatineau,Liberal Party of Canada,Parti libéral du Canada,MacKinnon,Steven,,(819) 205-3119,10-Sep-15,7:15:00
24027,Gatineau,Gatineau,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,Soublière,Pierre,,(416) 253-4475,14-Sep-15,10:30:00
24028,Hochelaga,Hochelaga,New Democratic Party,Nouveau Parti démocratique,Boutin-Sweet,Marjolaine,,(514) 521-2111,19-Aug-15,11:55:00
24028,Hochelaga,Hochelaga,Communist Party of Canada,Parti communiste du Canada,Breton Fontaine,Marianne,,(514) 240-0464,2-Sep-15,12:00:00
24028,Hochelaga,Hochelaga,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,Dandenault,Christine,,(514) 522-1373,31-Aug-15,11:15:00
24028,Hochelaga,Hochelaga,Conservative Party of Canada,Parti conservateur du Canada,Dang,Alexandre,,,24-Sep-15,2:24:00
24028,Hochelaga,Hochelaga,Rhinoceros Party,Parti Rhinocéros,Lemay,Nicolas,,(438) 350-6050,27-Sep-15,12:50:00
24028,Hochelaga,Hochelaga,Bloc Québécois,Bloc Québécois,Marchand,Simon,,(514) 972-2567,28-Aug-15,10:10:00
24028,Hochelaga,Hochelaga,Liberal Party of Canada,Parti libéral du Canada,Rizqy,Marwah,,(514) 437-0029,22-Sep-15,2:45:00
24028,Hochelaga,Hochelaga,Green Party of Canada,Le Parti Vert du Canada,Saint-Cerny,Anne-Marie,,,20-Sep-15,1:20:00
24029,Honoré-Mercier,Honoré-Mercier,New Democratic Party,Nouveau Parti démocratique,Ayala,Paulina,,,26-Aug-15,11:45:00
24029,Honoré-Mercier,Honoré-Mercier,Bloc Québécois,Bloc Québécois,Beauséjour,Audrey,,(514) 616-1569,16-Sep-15,9:02:00
24029,Honoré-Mercier,Honoré-Mercier,Green Party of Canada,Le Parti Vert du Canada,Budilean,Angela,,,23-Sep-15,10:02:00
24029,Honoré-Mercier,Honoré-Mercier,Conservative Party of Canada,Parti conservateur du Canada,Croteau,Guy,,(514) 585-4263,29-Aug-15,11:39:00
